# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
APE3	YBR286W	YBR286W_mRNA	protein_coding	0	1	1	22	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	17
APE4	YHR113W	YHR113W_mRNA	protein_coding	0	5	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	2
API2	YDR525W	YDR525W_mRNA	protein_coding	0	0	1	89	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	0	0	39
APJ1	YNL077W	YNL077W_mRNA	protein_coding	0	0	1	10	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	4
APL1	YJR005W	YJR005W_mRNA	protein_coding	0	1	1	34	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	1	5
APL2	YKL135C	YKL135C_mRNA	protein_coding	0	3	1	29	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	3	4
APL3	YBL037W	YBL037W_mRNA	protein_coding	0	8	4	61	0	0	0	0	30	0	0	0	4	0	0	0	0	0	0	0	8	31
APL4	YPR029C	YPR029C_mRNA	protein_coding	0	2	2	17	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	2	12
APL5	YPL195W	YPL195W_mRNA	protein_coding	0	4	0	23	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4	13
APL6	YGR261C	YGR261C_mRNA	protein_coding	0	1	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	2
APM1	YPL259C	YPL259C_mRNA	protein_coding	0	0	1	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3
APM2	YHL019C	YHL019C_mRNA	protein_coding	0	8	2	47	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	8	16
APM3	YBR288C	YBR288C_mRNA	protein_coding	0	1	1	15	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	1	5
APM4	YOL062C	YOL062C_mRNA	protein_coding	0	9	1	76	0	0	0	0	49	0	0	0	1	0	0	0	0	0	0	0	9	27
APN1	YKL114C	YKL114C_mRNA	protein_coding	0	1	2	85	0	0	0	0	53	0	0	0	2	0	0	0	0	0	0	0	1	32
APN2	YBL019W	YBL019W_mRNA	protein_coding	0	5	8	71	0	0	0	0	39	0	0	0	8	0	0	0	0	0	0	0	5	32
APP1	YNL094W	YNL094W_mRNA	protein_coding	0	2	1	14	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	11
APQ12	YIL040W	YIL040W_mRNA	protein_coding	0	1	1	60	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	1	33
APQ13	YJL075C	YJL075C_mRNA	protein_coding	0	1	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	6
APS1	YLR170C	YLR170C_mRNA	protein_coding	0	1	1	65	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	1	44
APS2	YJR058C	YJR058C_mRNA	protein_coding	0	2	0	80	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	2	35
APS3	YJL024C	YJL024C_mRNA	protein_coding	0	1	0	42	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	22
APT1	YML022W	YML022W_mRNA	protein_coding	0	1	1	64	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	1	38
APT2	YDR441C	YDR441C_mRNA	protein_coding	0	2	1	25	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	2	11
AQR1	YNL065W	YNL065W_mRNA	protein_coding	1	3	1	50	0	0	0	0	9	0	0	0	1	0	0	0	0	1	0	0	3	41
AQY1	YPR192W	YPR192W_mRNA	protein_coding	1	5	5	74	0	0	0	0	33	1	0	0	5	0	0	0	0	0	0	0	5	41
AQY2	YLL052C	YLL052C_mRNA	protein_coding	0	1	1	11	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	1	3
AQY3	YFL054C	YFL054C_mRNA	protein_coding	0	12	6	68	0	0	0	0	47	0	0	0	6	0	0	0	0	0	0	0	12	21
ARA1	YBR149W	YBR149W_mRNA	protein_coding	0	1	1	110	0	0	0	0	56	0	0	0	1	0	0	0	0	0	0	0	1	54
ARA2	YMR041C	YMR041C_mRNA	protein_coding	0	0	0	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	12
ARB1	YER036C	YER036C_mRNA	protein_coding	0	3	0	25	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	3	16
ARC1	YGL105W	YGL105W_mRNA	protein_coding	0	2	0	32	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	18
ARC15	YIL062C	YIL062C_mRNA	protein_coding	0	0	0	67	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	51
ARC18	YLR370C	YLR370C_mRNA	protein_coding	0	3	0	50	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	3	25
ARC19	YKL013C	YKL013C_mRNA	protein_coding	0	1	0	52	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	1	17
ARC35	YNR035C	YNR035C_mRNA	protein_coding	0	0	0	37	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	19
ARC40	YBR234C	YBR234C_mRNA	protein_coding	0	2	1	60	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	2	29
ARD1	YHR013C	YHR013C_mRNA	protein_coding	0	2	1	62	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	2	33
ARE1	YCR048W	YCR048W_mRNA	protein_coding	0	0	0	15	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6
ARE2	YNR019W	YNR019W_mRNA	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
ARF1	YDL192W	YDL192W_mRNA	protein_coding	0	3	0	77	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	3	42
ARF2	YDL137W	YDL137W_mRNA	protein_coding	0	0	0	65	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	36
ARF3	YOR094W	YOR094W_mRNA	protein_coding	0	0	0	62	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	35
ARG1	YOL058W	YOL058W_mRNA	protein_coding	0	2	0	26	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	18
ARG2	YJL071W	YJL071W_mRNA	protein_coding	0	4	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	5
ARG3	YJL088W	YJL088W_mRNA	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5
ARG4	YHR018C	YHR018C_mRNA	protein_coding	0	2	0	26	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2	5
ARG5,6	YER069W	YER069W_mRNA	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4
ARG7	YMR062C	YMR062C_mRNA	protein_coding	0	7	0	66	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	7	41
ARG8	YOL140W	YOL140W_mRNA	protein_coding	0	5	4	63	0	0	0	0	19	0	0	0	4	0	0	1	0	0	0	1	4	44
ARG80	YMR042W	YMR042W_mRNA	protein_coding	0	0	1	14	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	4
ARG81	YML099C	YML099C_mRNA	protein_coding	0	10	14	64	0	0	0	0	12	0	0	0	14	0	0	0	0	0	0	0	10	52
ARG82	YDR173C	YDR173C_mRNA	protein_coding	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8
ARH1	YDR376W	YDR376W_mRNA	protein_coding	0	0	1	11	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	10
ARI1	YGL157W	YGL157W_mRNA	protein_coding	0	2	2	76	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	0	2	44
ARK1	YNL020C	YNL020C_mRNA	protein_coding	0	5	3	65	0	0	0	0	37	0	0	0	3	0	0	0	0	0	0	0	5	28
ARL1	YBR164C	YBR164C_mRNA	protein_coding	0	2	0	79	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	2	35
ARL3	YPL051W	YPL051W_mRNA	protein_coding	0	0	0	34	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	10
ARN1	YHL040C	YHL040C_mRNA	protein_coding	0	5	3	37	0	0	0	0	28	0	0	0	3	0	0	0	0	0	0	0	5	9
ARN2	YHL047C	YHL047C_mRNA	protein_coding	0	0	0	41	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	38
ARO1	YDR127W	YDR127W_mRNA	protein_coding	0	0	4	10	0	0	0	0	7	0	0	0	4	0	0	0	0	0	0	0	0	3
ARO10	YDR380W	YDR380W_mRNA	protein_coding	0	2	2	19	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	2	1
ARO2	YGL148W	YGL148W_mRNA	protein_coding	0	0	0	10	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1
ARO3	YDR035W	YDR035W_mRNA	protein_coding	0	0	0	19	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	11
ARO4	YBR249C	YBR249C_mRNA	protein_coding	0	2	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	7
ARO7	YPR060C	YPR060C_mRNA	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ARO8	YGL202W	YGL202W_mRNA	protein_coding	0	5	1	72	0	0	0	0	40	0	0	0	1	0	0	0	0	0	0	0	5	32
ARO80	YDR421W	YDR421W_mRNA	protein_coding	0	2	1	12	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	2	3
ARO9	YHR137W	YHR137W_mRNA	protein_coding	0	1	2	12	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	1	2
ARP1	YHR129C	YHR129C_mRNA	protein_coding	0	0	1	5	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1
ARP10	YDR106W	YDR106W_mRNA	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2
ARP2	YDL029W	YDL029W_mRNA	protein_coding	0	0	0	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5
ARP3	YJR065C	YJR065C_mRNA	protein_coding	0	1	1	16	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	1	5
ARP4	YJL081C	YJL081C_mRNA	protein_coding	0	1	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	4
ARP5	YNL059C	YNL059C_mRNA	protein_coding	0	3	3	23	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	3	17
ARP6	YLR085C	YLR085C_mRNA	protein_coding	0	4	1	36	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	4	23
ARP7	YPR034W	YPR034W_mRNA	protein_coding	0	2	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	6
ARP8	YOR141C	YOR141C_mRNA	protein_coding	0	11	4	56	0	0	0	0	34	0	0	0	4	0	0	0	0	0	0	0	11	22
ARP9	YMR033W	YMR033W_mRNA	protein_coding	0	1	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	5
ARR1	YPR199C	YPR199C_mRNA	protein_coding	0	1	0	22	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	16
ARR2	YPR200C	YPR200C_mRNA	protein_coding	0	3	0	20	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3	12
ARR3	YPR201W	YPR201W_mRNA	protein_coding	0	0	0	22	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	10
ART10	YLR392C	YLR392C_mRNA	protein_coding	0	2	5	44	0	0	0	0	27	0	0	0	5	0	0	0	0	0	0	0	2	17
ART5	YGR068C	YGR068C_mRNA	protein_coding	0	0	1	8	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	3
ARV1	YLR242C	YLR242C_mRNA	protein_coding	0	5	0	34	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	5	15
ARX1	YDR101C	YDR101C_mRNA	protein_coding	0	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0
ASA1	YPR085C	YPR085C_mRNA	protein_coding	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5
ASC1	YMR116C	YMR116C_mRNA	protein_coding	0	2	0	79	0	0	0	0	34	0	0	2	0	0	0	0	0	0	0	0	2	43
ASE1	YOR058C	YOR058C_mRNA	protein_coding	0	7	5	72	0	0	0	0	32	0	0	0	5	0	0	0	0	0	0	0	7	40
ASF1	YJL115W	YJL115W_mRNA	protein_coding	0	5	0	27	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	22
ASF2	YDL197C	YDL197C_mRNA	protein_coding	0	6	9	61	0	0	0	0	39	0	0	0	9	0	0	0	0	0	0	0	6	22
ASG1	YIL130W	YIL130W_mRNA	protein_coding	0	10	5	43	0	1	0	0	8	0	0	0	4	0	0	0	0	0	0	0	10	35
ASG7	YJL170C	YJL170C_mRNA	protein_coding	0	2	4	52	0	0	0	0	33	0	0	0	4	0	0	0	0	0	0	0	2	19
ASH1	YKL185W	YKL185W_mRNA	protein_coding	0	3	1	71	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	3	41
ASI1	YMR119W	YMR119W_mRNA	protein_coding	0	9	5	71	0	0	0	0	28	0	0	0	5	0	0	0	0	0	0	0	9	43
ASI2	YNL159C	YNL159C_mRNA	protein_coding	0	0	0	15	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	3
ASI3	YNL008C	YNL008C_mRNA	protein_coding	0	3	0	35	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	3	6
ASK1	YKL052C	YKL052C_mRNA	protein_coding	0	0	1	8	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	2
ASK10	YGR097W	YGR097W_mRNA	protein_coding	0	0	1	8	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	6
ASM4	YDL088C	YDL088C_mRNA	protein_coding	0	3	3	56	0	0	0	0	24	0	0	0	3	0	0	0	0	0	0	0	3	32
ASN1	YPR145W	YPR145W_mRNA	protein_coding	0	1	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2
ASN2	YGR124W	YGR124W_mRNA	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
ASP1	YDR321W	YDR321W_mRNA	protein_coding	0	4	0	40	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	4	24
ASP3-4	YLR160C	YLR160C_mRNA	protein_coding	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
ASR1	YPR093C	YPR093C_mRNA	protein_coding	0	0	1	13	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	9
AST1	YBL069W	YBL069W_mRNA	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5
AST2	YER101C	YER101C_mRNA	protein_coding	0	1	2	15	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	1	7
ATC1	YDR184C	YDR184C_mRNA	protein_coding	0	3	1	15	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	3	7
ATE1	YGL017W	YGL017W_mRNA	protein_coding	0	6	3	32	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	6	14
ATF1	YOR377W	YOR377W_mRNA	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4
ATF2	YGR177C	YGR177C_mRNA	protein_coding	0	0	2	41	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	34
ATG1	YGL180W	YGL180W_mRNA	protein_coding	0	0	0	31	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	8
ATG10	YLL042C	YLL042C_mRNA	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4
ATG11	YPR049C	YPR049C_mRNA	protein_coding	0	2	2	19	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	2	8
ATG12	YBR217W	YBR217W_mRNA	protein_coding	0	0	0	51	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	33
ATG13	YPR185W	YPR185W_mRNA	protein_coding	0	6	3	5	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	6	4
ATG14	YBR128C	YBR128C_mRNA	protein_coding	0	0	0	39	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	21
ATG15	YCR068W	YCR068W_mRNA	protein_coding	0	7	3	39	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0	7	12
ATG16	YMR159C	YMR159C_mRNA	protein_coding	0	2	0	50	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	2	19
ATG17	YLR423C	YLR423C_mRNA	protein_coding	0	0	1	13	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	5
ATG18	YFR021W	YFR021W_mRNA	protein_coding	0	0	0	85	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	53
ATG19	YOL082W	YOL082W_mRNA	protein_coding	0	8	1	133	0	0	0	0	52	0	0	0	1	0	0	0	0	0	0	0	8	81
ATG2	YNL242W	YNL242W_mRNA	protein_coding	0	18	6	24	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	18	19
ATG20	YDL113C	YDL113C_mRNA	protein_coding	0	2	3	63	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	2	37
ATG21	YPL100W	YPL100W_mRNA	protein_coding	0	0	1	15	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	9
ATG22	YCL038C	YCL038C_mRNA	protein_coding	0	1	0	26	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1	7
ATG23	YLR431C	YLR431C_mRNA	protein_coding	0	1	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4
ATG26	YLR189C	YLR189C_mRNA	protein_coding	0	15	2	37	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	0	15	2
ATG27	YJL178C	YJL178C_mRNA	protein_coding	0	3	4	76	0	0	0	0	42	0	0	0	4	0	0	0	0	0	0	0	3	34
ATG29	YPL166W	YPL166W_mRNA	protein_coding	1	2	2	61	0	0	0	0	26	0	0	0	2	0	0	0	1	0	0	0	2	35
ATG3	YNR007C	YNR007C_mRNA	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1
ATG32	YIL146C	YIL146C_mRNA	protein_coding	0	10	1	56	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	10	36
ATG33	YLR356W	YLR356W_mRNA	protein_coding	0	2	2	49	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	2	33
ATG34	YOL083W	YOL083W_mRNA	protein_coding	0	9	6	119	0	0	0	0	69	0	0	0	6	0	0	0	0	0	0	0	9	50
ATG36	YJL185C	YJL185C_mRNA	protein_coding	0	3	1	77	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	3	40
ATG38	YLR211C	YLR211C_mRNA	protein_coding	0	0	0	26	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	6
ATG4	YNL223W	YNL223W_mRNA	protein_coding	0	0	0	13	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3
ATG40	YOR152C	YOR152C_mRNA	protein_coding	0	1	2	48	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	1	24
ATG41	YPL250C	YPL250C_mRNA	protein_coding	0	1	1	40	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	1	19
ATG5	YPL149W	YPL149W_mRNA	protein_coding	0	1	0	32	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1	13
ATG7	YHR171W	YHR171W_mRNA	protein_coding	0	2	2	22	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	2	11
ATG8	YBL078C	YBL078C_mRNA	protein_coding	0	0	0	18	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4
ATG9	YDL149W	YDL149W_mRNA	protein_coding	0	13	6	46	0	0	0	0	22	0	0	0	6	0	0	0	0	0	0	0	13	24
ATH1	YPR026W	YPR026W_mRNA	protein_coding	0	5	2	9	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	5	4
ATM1	YMR301C	YMR301C_mRNA	protein_coding	0	7	3	40	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	7	37
ATO2	YNR002C	YNR002C_mRNA	protein_coding	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
ATO3	YDR384C	YDR384C_mRNA	protein_coding	0	1	0	19	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	1	1
ATP1	YBL099W	YBL099W_mRNA	protein_coding	0	4	0	16	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	12
ATP10	YLR393W	YLR393W_mRNA	protein_coding	0	0	0	46	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	25
ATP11	YNL315C	YNL315C_mRNA	protein_coding	0	3	2	77	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	3	39
ATP12	YJL180C	YJL180C_mRNA	protein_coding	0	5	1	73	0	0	0	0	41	0	0	0	1	0	0	0	0	0	0	0	5	32
ATP14	YLR295C	YLR295C_mRNA	protein_coding	0	2	1	71	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	2	36
ATP15	YPL271W	YPL271W_mRNA	protein_coding	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10
ATP16	YDL004W	YDL004W_mRNA	protein_coding	0	1	0	41	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	18
ATP17	YDR377W	YDR377W_mRNA	protein_coding	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10
ATP18	YML081C-A	YML081C-A_mRNA	protein_coding	0	0	0	49	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	22
ATP19	YOL077W-A	YOL077W-A_mRNA	protein_coding	0	1	0	40	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	32
ATP2	YJR121W	YJR121W_mRNA	protein_coding	0	2	1	23	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	2	15
ATP20	YPR020W	YPR020W_mRNA	protein_coding	0	0	0	12	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	2
ATP22	YDR350C	YDR350C_mRNA	protein_coding	0	0	0	33	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	6
ATP23	YNR020C	YNR020C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ATP25	YMR098C	YMR098C_mRNA	protein_coding	0	0	2	10	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	5
ATP3	YBR039W	YBR039W_mRNA	protein_coding	0	0	0	23	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	5
ATP4	YPL078C	YPL078C_mRNA	protein_coding	0	0	1	8	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	3
ATP5	YDR298C	YDR298C_mRNA	protein_coding	0	4	0	62	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	4	11
ATP7	YKL016C	YKL016C_mRNA	protein_coding	0	0	1	71	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	39
ATR1	YML116W	YML116W_mRNA	protein_coding	0	2	0	48	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	2	28
ATS1	YAL020C	YAL020C_mRNA	protein_coding	0	0	0	17	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	8
ATX1	YNL259C	YNL259C_mRNA	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
ATX2	YOR079C	YOR079C_mRNA	protein_coding	0	3	0	62	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	3	35
AUA1	YFL010W-A	YFL010W-A_mRNA	protein_coding	0	1	1	22	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	1	5
AUR1	YKL004W	YKL004W_mRNA	protein_coding	0	1	0	41	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	38
AUS1	YOR011W	YOR011W_mRNA	protein_coding	0	11	5	47	0	0	0	0	41	0	0	0	5	0	0	0	0	0	0	0	11	6
AVL9	YLR114C	YLR114C_mRNA	protein_coding	0	0	0	24	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	13
AVO1	YOL078W	YOL078W_mRNA	protein_coding	0	11	3	55	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	11	45
AVO2	YMR068W	YMR068W_mRNA	protein_coding	0	3	0	27	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3	19
AVT1	YJR001W	YJR001W_mRNA	protein_coding	0	2	0	33	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	21
AVT2	YEL064C	YEL064C_mRNA	protein_coding	0	4	2	67	0	0	0	0	45	0	0	0	2	0	0	0	0	0	0	0	4	22
AVT3	YKL146W	YKL146W_mRNA	protein_coding	0	4	2	35	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	4	9
AVT4	YNL101W	YNL101W_mRNA	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3
AVT5	YBL089W	YBL089W_mRNA	protein_coding	0	2	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2
AVT6	YER119C	YER119C_mRNA	protein_coding	0	0	2	18	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	10
AVT7	YIL088C	YIL088C_mRNA	protein_coding	0	5	3	84	0	0	0	0	49	0	0	0	3	0	0	0	0	0	0	0	5	35
AXL1	YPR122W	YPR122W_mRNA	protein_coding	0	1	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	7
AXL2	YIL140W	YIL140W_mRNA	protein_coding	0	8	5	51	0	0	0	0	30	0	0	0	5	0	0	0	0	0	0	0	8	21
AYR1	YIL124W	YIL124W_mRNA	protein_coding	0	2	1	45	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	2	12
AYT1	YLL063C	YLL063C_mRNA	protein_coding	0	0	0	41	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	39
AZF1	YOR113W	YOR113W_mRNA	protein_coding	0	13	5	50	0	0	0	1	34	0	0	0	4	0	0	0	0	0	0	0	13	16
AZR1	YGR224W	YGR224W_mRNA	protein_coding	0	0	2	51	0	0	0	0	30	0	0	0	2	0	0	0	0	0	0	0	0	21
